,indexed,inst_price,short_avg,long_avg,long_pos,short_pos,long_pct_gain,short_pct_gain,total_pct_gain,inv_value
2000-01-03,1.0,1455.219971,,,False,False,0.0,-0.0,0.0,1.0
2000-01-04,0.961655331763,1399.420044,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-05,0.963503809006,1402.109985,,,False,False,0.0,-0.0,0.0,1.0
2000-01-06,0.964424608628,1403.449951,,,False,False,0.0,-0.0,0.0,1.0
2000-01-07,0.990551256666,1441.469971,,,False,False,0.0,-0.0,0.0,1.0
2000-01-10,1.00163549501,1457.599976,,,False,False,0.0,-0.0,0.0,1.0
2000-01-11,0.988551619458,1438.560059,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-12,0.984215464701,1432.25,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-13,0.996193072449,1449.680054,,,False,False,0.0,-0.0,0.0,1.0
2000-01-14,1.00682374706,1465.150024,,,False,False,0.0,-0.0,0.0,1.0
2000-01-17,1.00682374706,1465.150024,,,False,False,0.0,-0.0,0.0,1.0
2000-01-18,0.999945055729,1455.140015,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-19,1.00046731973,1455.900024,,,False,False,0.0,-0.0,0.0,1.0
2000-01-20,0.993368682954,1445.569946,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-21,0.99047567634,1441.359985,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-24,0.963105274069,1401.530029,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-25,0.968946315402,1410.030029,,,False,False,0.0,-0.0,0.0,1.0
2000-01-26,0.96486441499,1404.089966,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-27,0.961064366124,1398.560059,,,False,False,-0.0,0.0,-0.0,1.0
2000-01-28,0.934676585743,1360.160034,1429.1200073,,False,False,-0.0,0.0,-0.0,1.0
2000-01-31,0.958246855313,1394.459961,1426.0820068,,False,False,0.0,-0.0,0.0,1.0
